1,1,0.14,0.160305344,0.176470588,0.173076923,0.177083333,0.147727273,0.122764445,0.106359374,0.049692801,0.012913018,0.000362327,0.000341516,0.000660683,0.001270915,0.530801274,0.261133465,1,0
1,1,0.153333333,0.175572519,0.176470588,0.163461538,0.15625,0.136363636,0.142126132,0.142402865,0.031351184,0.003918357,7.58996E-05,0.000194193,0.000657314,0.001264435,0.682301575,0.536340697,0,0
1,1,0.36,0.396946565,0.43697479,0.471153846,0.4375,0.340909091,0.099402786,0.110367956,0.08597052,0.051524642,0.016340112,0.013554871,0.001288861,0.00049599,0.514677775,0.352674946,0,0
1,1,0.033333333,0.038167939,0.042016807,0.048076923,0.010416667,0,0.050373853,0.056828247,0.011536334,0.002516175,0,0,0,0,0.929166203,0.081621645,1,0
1,1,0.293333333,0.335877863,0.369747899,0.403846154,0.40625,0.352272727,0.208154715,0.305014203,0.163040511,0.033035756,0,0,0,0,0.794127999,0.337720794,0,0
1,0,0.16,0.183206107,0.201680672,0.211538462,0.21875,0.193181818,0.054834813,0.083467216,0.004112677,0.00194289,0,0,0,0,0.819407008,0.506847786,1,0
1,1,0.62,0.702290076,0.764705882,0.846153846,0.885416667,0.863636364,0.020470159,0.011854856,0.003782244,0.001105894,0,0,0,0,0.773050277,0.412906946,0,0
1,1,0.126666667,0.129770992,0.12605042,0.134615385,0.125,0.090909091,0.160470816,0.1981961,0.082826166,0.011269629,0.001007541,0.000145931,0.000164707,0.000316838,0.898603284,0.198582704,1,0
1,1,0.16,0.183206107,0.193277311,0.211538462,0.21875,0.204545455,0.041340947,0.059695164,0.010061677,0.008112104,0.009096865,0.015259616,0.031825766,0.042152385,0.820832684,0.3132312,0,0
1,1,0.42,0.480916031,0.521008403,0.548076923,0.5625,0.443181818,0.047880753,0.036288005,0.008554174,0.001340308,0,0,0,0,0.81717939,0.252242813,0,0
1,1,0.24,0.27480916,0.302521008,0.317307692,0.3125,0.25,0.151164214,0.210408734,0.076496841,0.020159766,0.003471176,0.000535958,0,0,0.491978348,0.327893957,0,0
1,1,0.06,0.06870229,0.067226891,0.076923077,0.083333333,0.056818182,0.179859999,0.121373714,0.092327769,0.015330843,0.000793688,0,0,0,0.718037023,0.311544828,1,0
1,1,0.36,0.396946565,0.420168067,0.442307692,0.395833333,0.284090909,0.175891517,0.235923331,0.199090701,0.066196667,0.012381627,0.001634541,0,0,0.770787017,0.368416484,0,0
1,1,0.293333333,0.335877863,0.369747899,0.403846154,0.375,0.261363636,0.086286212,0.092269565,0.049082365,0.024962604,0.007222906,0.000850557,0,0,0.782308258,0.373258604,0,0
1,1,0.073333333,0.083969466,0.084033613,0.096153846,0.09375,0.079545455,0.076698466,0.012092513,0.002928375,0.00013767,0,0,0,0,0.886712259,0.240401009,1,0
1,1,0.053333333,0.061068702,0.067226891,0.076923077,0.072916667,0.045454545,0.485202992,0.218568971,0.173763911,0.060335286,0.001154148,0,0,0,0.684939075,0.313472996,0,0
